text,label_bias
"There is no doubt that discrimination plays a role in this wage gap, but there are other factors that deserve attention.",Non-biased
There is no doubt that there have been U.S. government missteps on the path towards trying to control the spread of coronavirus.,Biased
There is no evidence to support the allegation Pelosi was trying to include abortion funding in the coronavirus emergency bill as the Facebook post claims.,Non-biased
There is no such thing as a moderate Muslim. Theyâ€™re ALL the same.,Biased
There is no vaccine or specific treatment for the new virus.,Non-biased
"There is no way to fling the footage into the Trash folder, or to edit the crap out of it until it sends the â€œrightâ€ message. Trumpâ€™s continued demands that the world act like a reality-show producer who can keep giving him mulligans only reaffirms that he is, above all things, a narcissistic moron.",Biased
"There is so much horse-race journalism about the 2020 election, as well asÂ Trump's daily abominations, that the mainstreamÂ media is not focusing on how all this is impacting the emotions and mental health of the American people.",Biased
"There is zero chance any significant resistance to their demands will be mounted by a single Democrat lawmaker, no matter what they tell gullible red and purple-state constituents when they run for office as â€œmoderatesâ€ who respect the hell out of Americaâ€™s gun rights.",Biased
There isn't anyone with more political credibility than Pelosi.,Biased
"There may be plenty of baseball players who have set up generations of their families for life, and while the young players wait for their day in salary arbitration, itâ€™s the middle class thatâ€™s getting squeezed.",Biased
"There may be pushback among Democrats. If so, I hope the ones doing the pushing will reconsider. We have treated our younger generations, and many older people, unjustly. The act of recognizing an injustice we hadnâ€™t seen before makes us more human and refines us as moral beings.",Non-biased
"There was a point a few years ago at which some GOP officials, fearing a backlash in response to the â€œwar on women,â€ pretended to be pro-choice and used highly deceptive rhetoric about contraception as a way to improve their electoral prospects.",Biased
"There was no immediate confirmation from US officials about the alleged plan to slash US troop numbers in Germany and cap them at 25,000 in future. But Trumpâ€™s lukewarm support of longstanding cooperation agreements with European allies has long caused alarm on the continent.",Biased
"There were many reasons that Trump defeated Clinton in 2016, and sexism was surely among them.",Biased
There were some shouting matches and scuffles outside the event between around 30 Black Lives Matter demonstrators and some Trump supporters waiting to enter.,Non-biased
Thereâ€™s one recommendation frequently left off the list of common prescriptions for reducing our individual carbon footprint that would have the greatest impact on mitigating the climate crisis and moving toward the United Nationsâ€™ sustainable development goals: have fewer kids.,Non-biased
Thereâ€™s only one reason the left-wing terrorists in Antifa and Black Lives Matter always-always-always focused their marauding in left-wing cities: they know the populace is defenseless.,Biased
There's a dollop of cream on top of the shit sandwich that is theÂ Trump-backed lawsuitÂ in front of the Supreme Court to overturn the Affordable Care Act (ACA).Â ,Biased
"There's been a buffoonish quality to Ammon Bundy's brand of far-right ""constitutionalist"" politics over the past six months, primarily organized inÂ a typically paranoid responseÂ to COVID-19-related public-health measures:Â Protesting at the homeÂ of a police officer who had arrested an anti-vaccination fanatic for violating the closure of a playground.",Biased
"There's no sense in trying to catalogue the rank gibberish emitting from Donald Trump's cakehole every day, because he's better at lying than we are at keeping up with him.",Biased
"These [policies] include creatingÂ collective ownership in black communities, institutingÂ reparationsÂ including for illegal aliens,Â defunding the police, and â€œdisrupt[ing] the Western-prescribedÂ nuclear familyÂ structure.â€",Biased
These freakish people are laying in wait to strike you with a new extreme lockdown and a biology-altering vaccine.,Biased
"These numbers also help illuminate Democratsâ€™ thinking: Since Trump has no wiggle room with his base, they are content to watch consequences pile up, driving Trumpâ€™s overall numbers further into the ditch.",Biased
"These plans were never hidden. Indeed, they were clumsily obvious. Since the 1970s, predatory gangster capitalismÂ has been accepted as either ""normal"" or ""inevitable"" in the United States (as well as the United Kingdom and elsewhere).Â ",Biased
These very nasty but cunning and well-organised thugs have used every propaganda trick in the book to persuade gullible teens and early-twentysomethings on social media accounts like Instagram that these protests are good because theyâ€™re against â€˜racism.Â ,Biased
"They all swing radical left, they all pay homage to the identity politics pieties of the Social Justice movement, they all brutally enforced conformity on #MeToo, and now theyâ€™re doing the same with Black Lives Matter.",Biased
"They are, she believes, the Founding Fathers' insurance policy against tyranny â€“ the safeguard for every other right spelled out in the U.S. Constitution",Non-biased
"They back more gun control laws, deflecting blame and hoping that somehow making some 300 million guns disappear nationwide will prove to be easier than keeping children in their own cities away from stray bullets.",Biased
"They came to the United States from all corners of the globe -- Somalia, Rwanda, El Salvador, the Balkans, Germany, Iraq -- claiming to have been persecuted but, in reality, they were the persecutors.",Biased
They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.,Non-biased
"They gobble down internet conspiracy theories like QAnon, which creates engagement with right-wing politics for those who aren't religious conservatives or business elites.Â ",Biased
They see the pandemic as societal breakdown and therefore an opportunity to get out their guns and finally shoot all those liberalsÂ that they have wanted to kill for a very long time.,Biased
"They will not do that by making the Department of Justice even less accountable to elected officials, as Democrats are demanding. They will do it by slashing and burning the bureaucracy and its powers. Government by and for the people will perish from the earth if unelected officials are capable of weaponizing government against the peopleâ€™s elected representatives.",Biased
TheyÂ daydreamÂ about sending tactical squads to pry Bubbaâ€™s guns from his cold dead fingers.Â ,Biased
"Theyâ€™ve all surrendered to the radical left because a) in many cases they share its politics anyway, and b) if they didnâ€™t do so their careers would now be toast.",Biased
"They've gone from echoing Trump's pooh-poohing of the coronavirus to cheerleading for their ""wartime president.""",Biased
"Things look less promising in the U.S. Last week, the Environmental Protection Agency confirmed that the Trump administration had relaxed enforcement of regulations to help polluting industries deal with the pandemic.",Non-biased
"Think about it â€” universal background checks require that Americans get permission from the government before buying a gun in any setting, retail or private.",Non-biased
"Thirteen jars filled with ash and dirt and bone rest in the basement of Tulsaâ€™s Vernon African Methodist Episcopal Church, an unsettled repose for the victims of a nearly century-old massacre that still haunts the Black residents of Oklahomaâ€™s second-largest city.",Non-biased
"This account of Trumpâ€™s decision-making, based on a senior defense official as well as several others in the Trump administration, offers insight into how the president was pushing for the fastest, most extreme measures while advisers at the Pentagon tried to persuade him that a more moderate approach would work.",Non-biased
This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before theyâ€™re born.,Biased
"This Black Lives Matter movement is a dangerous, Marxist organisation, hell-bent on anarchy, and we need to wake up, get some facts into our heads, and understand what it is weâ€™re fighting.",Biased
This dark new event revealed that Americaâ€™s white nationalism problem goes far beyond Trump,Biased
"This group is small but vocal, and represents a predictable if threatening merging of forces.",Biased
"This idea, gaining traction under the hashtag #CancelStudentDebt following the release of Sandersâ€™ college debt forgiveness plan, is bad for several reasons, but naturally appealing in a sort of populist way, since plenty of people choose not to think about second-order impacts and potential consequences of driving our country into even more ruinous national debt than before.",Biased
"This includes children that officials have stolen from their families, done so with full knowledge that family separation and detention cause long-term harm to children, and done so with the fact that for the first time in years, migrant kids have died under U.S. watch.",Non-biased
"This institutionalised incompetence and sclerosis may well explain why Britain has plummeted to the bottom quarter of Organisation for Economic Co-operation and Development (OECD) countries for Covid-19 diagnostic testing, per capita.",Biased
"This is a positive for the partyâ€™s electoral prospects, after a bitterly fragmented primary. Unfortunately, the people selected for the task forces demonstrate how not only the party establishment, but even an insurgent progressive like Sanders, privilege certain topics over others. The criminal justice reform task force is incredibly milquetoast.",Biased
"This is a time to redouble pressure on Republicans to stop helping Democrats shred the Constitution and Americansâ€™ natural rights, withdrawing support from them if they do not.",Biased
"This is all great news. It now looks like we have a safe, highly effective vaccine that has the potential to significantly reduce many forms of cancer. So why is it also becoming a key target of many anti-vaxxers?",Biased
"This is also true for students snookered into matriculating at sketchy for-profit colleges, which offer almost no marketable skills or career preparedness to justify the cost. And it further describes recent college graduates who, through an accident of timing, entered the real world during the Great Recession and its aftermath, finding it difficult to obtain work in their field of study.",Biased
"This is another example of Trumpâ€™s false dichotomy between saving the economy and fighting the virus. After all, the economy isnâ€™t going to recover if millions are sick and people are afraid to leave their houses â€” and early evidence from the states that have tried to â€œreopenâ€ their economies makes that clear.",Biased
This is far from the first time Klobuchar has dismissed Trumpâ€™s tax cuts.,Non-biased
"This is how Warren has pushed the boundaries of progressive policy since coming to Washington. Instead of relying on the traditional D.C. think tank world, she made her office into her very own think tank.",Non-biased
"This is one of the reasons why our politics seems so stuck. Not only do we have a hard time talking to each other, the very structure of our elections doesnâ€™t require our politicians to even try. And when you win by turning out the base, why risk appealing to anyone else? A broken system not only elects politicians who need not listen to everyone, it actually incentivizes them to govern that way too.",Non-biased
"This is typical Trumpian projection, of course. He'sÂ always accusing his opponents of doing the thing that he's actually doing, to the point where any Trump accusation should be presumed to be a confession.",Biased
"This is what Breitbart News has reported, based on publicly available data ignored by the anti-tariff crowd for over a year.",Biased
"This is what the corporate news media does now. They lie, or at least fail to do anything resembling due diligence as long as what they are reporting hurts Donald Trump and then they clarify.",Biased
"This is why Donald Trump is awake at 2:30 a.m., rage-tweeting. When he sleeps, he dreams, and his dreams are nightmares. Heâ€™s a frightened, desperate man. Every day, he turns on his television, and the death count from the COVID-19 virus keeps going up.",Biased
"This isnâ€™t because theyâ€™re racist â€” very few people are in these multicultural times â€” but because they recognise that BLM is a divisive, aggressive, hard-left activist group whose ultimate goal is not to bring about peace but to foment chaos and Marxist revolution.",Biased
"This kind of over-the-top misogyny is, not surprisingly, being accompanied by an absolute barrage of violent fantasies from the gun lovers who plan to descend on Richmond on Monday.",Biased
"This makes sense only if you believe the White House statement that our ""strongman"" wannabe dictator â€œis not worried at allâ€ that he might catch the virus.",Biased
"This message of depending on the State for security might seem like an odd fit with the Democratsâ€™ â€œAbolish the Policeâ€ mania, and itâ€™s certainly hard to sell abolishing the police with a side order of draconian gun laws to thinking Americans â€“ but remember, the Left isnâ€™t terribly interested inÂ persuadingÂ anyone, and will feel secure in its power after a big election victory.Â ",Biased
"This paranoia echoes the claims byÂ Mark and Patricia McCloskey, theÂ St. Louis couple who threatened to shoot Black Lives Matter protesters who were walking by their houseÂ earlier this month.",Non-biased
"This redefinition of aggressionÂ has been going on for decades on theÂ American right, fueled in large part by the NRA and theÂ gun industry.Â ",Biased
This same media are describing peaceful protests by Tea Partiers and those ravaged by anti-science lockdowns as â€œdangerousâ€ and â€œviolent.â€,Biased
"This segment endorsing a welcome for all sick foreigners is a dramatic escalation from the Democratsâ€™ unpopular promises to fund health care for at least 11 million resident illegal aliens, most of whom work long hours for low wages in the U.S. labor market that is flooded by illegal and legal immigrants.",Biased
"This story starts, as many tales of Republican incompetence do, with sheer ignorance and lack of curiosity.",Biased
"This time last year, shoppers on Chicagoâ€™s Magnificent Mile were waiting for Louis Vuitton to debut its whimsical holiday window decorations.",Non-biased
"This time, research groups worldwide are already executing plans to test vaccines, treatments and other countermeasures to stop the newly identified virus from spreading globally.",Non-biased
"This Tuesday, the French celebrated Bastille Day, the mob attack on a Parisian prison that has come to symbolize the French Revolution, a period of massive violence that produced nothing other than a lot of dead Frenchmen.Â ",Non-biased
"This unholy, unscientific alliance of right-wingers, COVID-19 truthers and anti-vaxxers became very clear recently following the viral spread of an anti-COVID-19 propaganda movie called â€œPlandemic,â€ featuring disgraced scientist-turned-anti-vaxxer ...",Biased
This violence has nothing to do with George Floyd; everything to do with the hard leftâ€™s relentless war on Western Civilisation.,Biased
"This was not the presidentâ€™s first gesture of warmth in the wake of Limbaughâ€™s sad revelation. The president took to Twitter to cheer him on, saying, â€œMany people do not know what a great guy & fantastic political talent the great Rush Limbaugh is. There is nobody like him. Looking for a speedy recovery for our friend!â€",Biased
This weekend saw German media reporting a spat between Washington and Berlin over attempts by U.S. President Donald Trump to persuade a German vaccine firm to relocate and prioritise any vaccine treatment for U.S. use.,Non-biased
"This would be enough of a problem in normal times, but now, experts say, the widespread, sometimes indiscriminate use of tear gas on American civilians in the midst of a respiratory pandemic threatens to worsen the coronavirus, along with racial disparities in its spread and who dies from it.",Non-biased
This would be the same Taliban that gleefully murders young women for the crime of going to school and regards democracy as a crime against Islam punishable by death.,Biased
"This year Trump brazenly said he is stopping or limiting enforcement of the laws designed to protect consumers from companies that sell you and your children hazardous products, pollute your air and water, defraud you in the marketplace, and fail to recall your defective cars/trucks.",Biased
ThisÂ insane storyÂ of blackface and backbiting at the far-leftÂ Washington PostÂ might be the most revealing thing you read today.,Biased
"This, of course, was before the president ignored his national security team, withdrew U.S. forces from northern Syria, and effectively invited Turkey to launch a brutal offensive against our Kurdish allies.",Biased
"Those activists will, of course, all be on the left â€” watermelons, essentially: green on the outside, red on the inside â€” and will continue to promote environmentalism by whatever means possible in order advance the controlling agenda of global eco-fascism.",Biased
"Those areas have been plagued for years by gun and gang-related violence, including Englewood and West Garfield Park.",Biased
Those assumptions were bolstered this week when Justice Stephen Breyer signaled in a dissent that Roeâ€™s days may very well be numbered.,Non-biased
"Those comments appeared part of a broader Chinese strategy to suggest the virus emerged outside China, as well as to denigrate the Westâ€™s own domestic response.",Non-biased
"Those fighting for Black racial equality in Britain need to put realistic reform over dreams of revolution, said Imarn Ayton, an activist who has had a prominent role in protests that swept London in recent weeks.",Biased
"Those filings are expected to show that Sen. Sanders, the so-called democratic socialist, made millions from book sales.",Biased
"Those NGOs will be organisations like Greenpeace, Friends of the Earth, the WWF â€“ all with budgets the size of large corporations, all dependent on ramping up the scare narrative in order to generate the hysteria that raises their profile, increases subscriptions from the gullible and terrified public, and boosts their power and influence.",Biased
Though  Alexandria Ocasio-Cortez was by no means the first to describe migrant detention centres as concentration camps â€” disgraced Arizona Sheriff Joe Arpaio boasted his â€œtent cityâ€ in the Sonora Desert was just that â€” her comments ignited a firestorm of controversy.,Biased
"Though banks have fled many low-income communities, thereâ€™s a post office for almost every ZIP code in the country.",Non-biased
"Though conservatives try to demonize Ocasio-Cortez an Omar, their actual policy views are perfectly mainstream.  The New York lawmaker proposed a 70 percent tax on top incomes â€” a view backed by public opinion and many well-respected economists.",Biased
"Though he boasted about working with some of the greatest experts in public health in the world, he demonstrated no personal knowledge of the science or the nature of the outbreak",Biased
"Though his mother, Di-Anne, already had $40,000 in student loans from her own graduate school education, she has taken out $42,000 in Parent PLUS Loans for Aaron â€“ and she had kept him in the dark about the cost.",Non-biased
"Though it was Major League Baseball that he mentioned â€” â€œWe have to get our sports back. Iâ€™m tired of watching baseball games that are 14 years oldâ€ â€” the sport that truly matters to him is football, the only major mass entertainment (other than Trumpism) that endorses tribalism and toxic masculinity so flagrantly and keeps violence in vogue.",Biased
"Though the author reserved much of his political bile for Democrats, he also attacked Republicans and espoused some left-wing views, claiming that â€œour lifestyle is destroying the environment of our country.â€",Biased
"Though the indictment of a woman for her own pregnancy loss is unusual in Alabama, it is not unusual for prosecutors to charge people with murder even if they never killed anyone.",Biased
"Though the lone vice presidential debate was far more civil than theÂ mind-melting presidential debateÂ last week, it was not much different in substance.Â ",Biased
"Though the state remains a hothouse for high-tech and media startups,Â thousands of companies left the stateÂ due to its high taxes, heavy regulations, and litigious environment.",Non-biased
"Though Trump has successfully increased wages by four percent over the last 12 months for Americaâ€™s blue collar and working class by decreasing foreign competition through a crackdown on illegal immigration, experts have warned that those wage hikes will not continue heading into the 2020 election should current illegal immigration levels keep rising at record levels.",Non-biased
"Thousands are marching, including some white nationalists, far-right militia members, anti-government extremists, and neo-Nazis. AsÂ NBC News reports, members of some of those groups from across the country have been planning on attending.",Non-biased
"Thousands marched through U.S. cities on Friday in Juneteenth observances marking the abolition of slavery more than a century and a half ago, an occasion freighted with special resonance this year amid Americaâ€™s reckoning with its legacy of racism.",Non-biased
Thousands of arrests have been made in relation to the protests in less than two weeks as officers outfitted in riot gear clash with demonstrators.,Non-biased
"Thousands of Australians took to the streets on Friday to protest against government inaction on climate change, as bushfires ravaged tens of thousands of square miles of bushland after months of destruction and at least 27 deaths.",Non-biased
"Thousands of Brazilians marched on Rio de Janeiro and Sao Paulo on Sunday (June 7) as part of the global Black Lives Matter protest, expressing their outrage at the death of George Floyd in the U.S. and against police brutality at home.",Non-biased
Thousands of fetal remains that were found at an abortion doctor's suburban Chicago garage last year were buried Wednesday at an Indiana cemetery.,Non-biased
"Thousands of gun owners andÂ gun rights supporters gathered Monday at Virginia's CapitolÂ for aÂ ""peaceful day to address our Legislature"" that appeared to generate none of the violence feared by some state leaders.",Non-biased
Thousands of people across Australia attended Black Lives Matter protests on Saturday wearing masks and practising social distancing amid warnings from state leaders to call off the events on fears of a second wave of coronavirus infections.,Non-biased
"Thousands of pro-gun fanatics are expected to descend on the Virginia state capital on Martin Luther King Day, and, until Northam's declaration of a state of emergency, clearly had expected to brandish weapons and look as menacing as possible to lawmakers who want to reform the state's gun laws.",Biased
"Thousands of protesters gathered on Saturday in cities across Australia, shouting slogans in support of the Black Lives Matter movement and aiming to raise awareness of the mistreatment of indigenous people.",Non-biased
"Thousands of protesters stormed the security perimeter of Barclays Center in New York as protests spread across the United States over the killing of George Floyd, a Minneapolis black man who died after being pinned by the neck under a white police officerâ€™s knee.",Non-biased
"Three Americans were killed Sunday when Islamic al-Shabab fighters made a rare breach of a U.S. military installation, as the drone base was on alert for retaliation from Iran.",Non-biased
Three suspected members of a neo-Nazi group appeared in a Maryland court on Thursday to face federal charges after the FBI arrested them for carrying an assault rifle and planning to incite violence at a gun-rights rally in Virginia.,Non-biased
"Threre are some concerns about whether some of the goals set by the Green New Deal are realistic, but to argue that the blueprint is genocidal is hopelessly bonkers.",Biased
"Throughout her year-long presidential campaign, Warren has emphasized affordable college tuition as a way to reduce economic and racial inequality. In April, she rolled out a comprehensive plan to cancel $50,000 in student loan debt for borrowers with annual household incomes below $100,000, with some cancellation for those with household incomes between $100,000 and $250,000.",Non-biased
"Throughout his nearly four years as president, Donald Trump has made a plethora of promises that he failed to keep.",Biased
"Throughout his presidency, Trump has shown a penchant for quick fixes and slapdash policies aimed at satisfying the short-term appetites of his base, no matter how much it hurts the countryâ€™s long-term welfare.",Biased
"Throughout the anti-racism protests that have rocked the United States since the killing of George Floyd in Minneapolis on May 25, President Donald Trump and his obedient sycophants at Fox News have engaged in nonstop fear-mongering over the Antifa movement.",Biased
"Throughout the night, indeed the convention, the Democrats have appeared terrified that their constituents are too dumb to know how to vote or something. In any event, they have been yammering about it a lot.",Biased
"Thunberg lambasted business and political elites gathered at WEF Tuesday for not doing enough to tackle climate change, warning that time was running out.",Non-biased
"Thunberg used to protest alone outside the Swedish Parliament during school hours Fridays, but now is joined by thousands globally in a collective movement to fight climate change.",Non-biased
"Thursdayâ€™s announcement was the latest move by the Trump administration to undercut the 2010 Affordable Care Act, former Democratic President Barack Obamaâ€™s signature domestic policy achievement.",Non-biased
"Thus far in the 2020 presidential campaign, Biden has flippantly downplayed the threat from China, only to quickly walk back his comments when he faced backlash.",Biased
"Thus the old stereotype of the tycoon or corporate chieftain as some sort of conservative stuffed shirt has been replaced by such hipper-than-thou figures as Richard Branson, Elon Musk, and the various Silicon Valley masters of the universe.",Biased
Timberlake joins several other celebrities who voiced their opinions on racial injusticeÂ in America clear on social media in recent weeks.,Non-biased
Time Magazine Naming Joe Biden â€˜Person Of The Yearâ€™ Makes Total Sense For Todayâ€™s Boot-licking Media,Biased
"Tinpot tyrantÂ Trump and his demented circle of enablersÂ shout for ""law and order,"" and feigning concern for the damage or injury that might result fromÂ unruly protests.",Biased
Tlaib charged that Israel is using U.S. funding to further its goal of an ethno-supremacist state.,Non-biased
"To begin with, the leftâ€™s organized and oppressive violence has no effect on us, and thatâ€™s primarily because the left-wing terrorists in Antifa and Black Lives Matter know not to come out here.",Biased
"To bolster the argument that doctors deliver viable infants alive and let them die, the anti-choice movement also trots out a series of people who claim to have â€œsurvivedâ€ abortion.",Biased
To say that the police are a fascistic organization no doubt sounded like hyperbole to a lot of people during the Obama administration. Now it's becomingÂ clear that it's just a fact.,Biased
"To show how absurd Trumpâ€™s claim of absolute immunity from investigation is the Republicans cite Jeremy Bentham, the 18th and 19th Century British economist and legal reformer:",Biased
"To the extent it even comes up, it's entirely Trump bragging about anything that's gone right and blaming others for everything that's gone wrong.Â ",Biased
"To the surprise of literally no one whatsoever, Britainâ€™s Chancellor Rishi Sunak has turned on the firehoses, maxed out on credit, and unleashed on the UK economy a public spending budget so profligate it would make a drunken sailor on shore leave blush.",Biased
"To the thinking person, the claim doesnâ€™t make sense. How could this be a new phenomenon adopted from the small white nationalist movement when mainstream conservatives have been fighting to end affirmative action for decades?",Biased
"To TrumpWorld, Portland and other Democratic-led big cities (which of course is virtually all of them) are hives of scum and villainy, overrun by criminalsÂ and ""rioters,""Â which must beÂ conquered by Trump'sÂ enforcersÂ andÂ armed vigilante supporters.",Biased
"Today, the same propaganda is created quickly in the form of digital memes and other media that can be shared widely across the internet, she said.",Non-biased
"Todayâ€™s mainstream media doesnâ€™t want you to remember, but the early days of feminism were rife with ideological battles and  backstabbing that would put a medieval court to shame.",Biased
"Tokyo Games is even more of a dream fulfilled for the small baseball community in Israel, comprised mostly of American immigrants, and which has languished for decades in the countryâ€™s sporting wilderness.",Non-biased
"Top Democrat and GOP members of the House Armed Services Committee ducked and dodged when a Pentagon official said the sex of transgender soldiers is decided by their biology, not by their claimed â€œgender identity.â€",Biased
"Top Democrats running for president in 2020 have jumped on and endorsed Democratic Socialist Alexandria Ocasio-Cortezâ€™s radical Green New Deal that aims, among other things, to eliminate air travel.",Biased
Top Six Awful Democrat Ideas Senate Republicans Blocked from Coronavirus Bill...,Biased
"Top Trump administration officials told lawmakers Tuesday that U.S. military deployments in the Middle East were purely defensive and not aimed at provoking a war with Iran, amid growing concerns in Congress about a possible military conflict.",Non-biased
Top Trump officials are in disarray and contradicting each other over coronavirus response as outlook worsens,Biased
Top U.S. infectious disease expert Dr. Anthony Fauci on Friday resisted efforts by a staunch ally of President Donald Trump to turn his testimony about controlling the coronavirus pandemic into criticism of protests against racial injustice.,Non-biased
Tosh is one of a growing number of wealthy conservative Americans who say Trump is a threat to democracy and the long-term health of the Republican Party.Â ,Non-biased
"Track and field athletes donâ€™t typically earn the lucrative salaries seen in the NBA, NFL, tennis or international soccer.",Non-biased
Trade jobs such as electricians or carpenters are in demand and provide steady salaries. Policymakers shouldnâ€™t deter students who know a good job when they see it.,Non-biased
"Trans sportswomen hit back at Martina Navratilova, after the tennis champion said â€œits insane and itâ€™s cheatingâ€ for transgender women to be allowed to compete in womenâ€™s sport.",Non-biased
"Transgender controversy also erupted ahead of International Womenâ€™s Day in Leicester, after a studentsâ€™ union at Leicester University voted to rebrand the day as International Womxnâ€™s Day, in order to be more inclusive of transgender women.",Biased
"Transgender ideology says each personsâ€™ preferences are â€” and should be â€” unconnected from their bodies. It says that men and women are interchangeable, and can switch their sex by switching their own sense of â€œgender identityâ€ so that men who say they are women really do become biological women, complete with female penises.",Biased
Transgenderismâ€™s War On Women Betrays Leftâ€™s Claims To Champion Our Rights,Biased
"Trump â€” who has been criticized for painting an overly rosy picture of the outbreak, often contradicting his own health officials ...",Biased
Trump acknowledged there might be a resurgence of the virus as states loosen the restrictions on businesses and social life aimed at curbing its spread.,Non-biased
"Trump again drew a misleading comparison between the coronavirus and the seasonal flu, telling his supporters that ""35,000 on average each year die from the flu, that's a lot of people.""",Biased
"Trump also threatened to invoke the Insurrection Act, an 1807 law that would allow the president to send U.S. armed forces into states for the purpose of domestic law enforcement, if mayors and governors didnâ€™t do more to curb the unrest.",Biased
"Trump and Giuliani are vulgar and buffoonish, but they play the same slimy game as their Democratic opponents.",Biased
"Trump and his attorneys have been aggressively fighting the office of Manhattan DA Cyrus Vance, claiming that because the president enjoys â€œabsolute immunity,â€ he is under no obligation to share his financial records with Vance and other prosecutors.",Biased
"Trump and his mouthpieces routinely mock, demeanÂ and terrorize anyone and everyone they view as the enemy.",Biased
"Trump and his team have confronted years of questions about their competence and ability to tackle routine governmental tasks. Occasionally, those concerns are especially acute.",Biased
Trump and the GOP are desperately launching a war on American cities,Biased
"Trump and the petty politics of revenge: 'If the president doesn't act, people will die'",Biased
"Trump appeared to be referring to Northam's signing of gun control measures at the beginning of April, moves which drew condemnation from Republicans and criticism from Trump.Â ",Non-biased
Trump attacking wind power is nothing new.,Biased
"Trump audaciously claims that any crimes he may have committed crimes before assuming officeÂ cannot even be investigated, not even if he committed murder, in effect trying to extend the protections of bankruptcy law with which he is so familiar to criminal law. No statute, court decision or our Constitution supports this claim of being above the law.",Biased
"Trump blasts report on his business losses, calls accounting a 'sport'",Biased
"Trump boasted last week that Modi promised ""millions and millions"" of people would honor him on his route to the stadium,Â Al JazeeraÂ reported.",Biased
Trump broadcasts his utter ignorance in the face of the coronavirus outbreak,Biased
Trump claims the WHO is in need of reform and is heavily influenced by China.,Biased
"Trump could sit on live TV, peeing his pants and whimpering that the protesters are coming for him, and his base would stick by him and claim to see courage in the urine puddles below his chair, just so long as he keeps the racism and the lib-triggering coming. They know heâ€™s a â€œBunker Boy,â€ but will pretend they donâ€™t see it until the bitter end.",Biased
Trump credits his administrationâ€™s efforts to deregulate industries and cut taxes for a bullish stock market and a historically low unemployment rate.,Biased
Trump criticized Biden as too far left for Americans and warned that the Democratâ€™s efforts to battle the coronavirus would endanger the economy.,Non-biased
"Trump defended his administrationâ€™s decision to step up its assault on the healthcare law passed under former President Barack Obama, which expanded healthcare coverage to about 20 million Americans.",Non-biased
"Trump enjoys and encourages state brutality against people of color, and black people in particular. It excites him and his most ardent followers. But his response isnâ€™t just based on personal predilections. Itâ€™s also based on political considerations.",Biased
"Trump had been responding to a question about his health care policy. Since he knows almost nothing about health care policy and cares even less, he launched into a meaningless and obfuscatory rant about how his administration will supposedly protect pre-existing conditions.",Biased
Trump had repeatedly called for the replacement of Obamacare during his 2016 presidential campaign.,Non-biased
"Trump has also in his years in the White House frequently praised the use of violence. He told police officers in 2017 that they shouldnâ€™t worry about hitting suspectsâ€™ heads as they place them in patrol cars. And on a conference call with governors on Monday, he berated them for not â€œdominatingâ€ the streets of their cities.",Biased
"Trump has also repeatedly threatened to cut off billions of dollars of payments to insurers that they are guaranteed under the law, creating uncertainty and chaos in the individual insurance market.",Biased
Trump has also threatened to impose an additional 25 percent tariffs on $325 billion worth of imports from China.,Biased
Trump has alsoÂ repeatedly liedÂ about important details regarding the COVID-19 outbreak.,Biased
"Trump has been able to maintain 40% approval ratings byÂ effectively manipulating theÂ lizard brainsÂ of white Republicans, but even before COVID-19 hit, he was considered one ofÂ the worstÂ presidents in the two surveys of scholars done in 2018.",Biased
"Trump has been able to maintain 40% approval ratings byÂ effectively manipulating theÂ lizard brainsÂ of white Republicans, but even before COVID-19 hit, Trump was considered one ofÂ the worstÂ presidents in the two surveys of scholars done in 2018.",Biased
Trump has been accused of racism by lawmakers for attacks on Black lawmakers and for telling four congresswomen of color that they should â€œgo back and help fix the totally broken and crime infested places from which they came.â€,Non-biased
"Trump has been criticized for failing to lay out a national strategy to combat the pandemic, which has killed more than 200,000 people in the United States, the most deaths of any country from the virus.",Non-biased
"Trump has been doing this from the beginning, apparently believing, like Tinker Bell that if he just claps his hands it will all go away.",Biased
"Trump has brushed aside criticism for his decision to hold his first rally since March 2 in Tulsa, the site of the countryâ€™s bloodiest outbreaks of racist violence against Black Americans some 100 years ago.",Non-biased
"Trump has grappled with how to respond to Floydâ€™s death -- heâ€™s condemned it and the officers involved, but also tried to snuff out protests demanding justice, police accountability and action to address racial inequality.",Non-biased
"Trump has kept it up ever since, instructing federal police to tear-gas peaceful protesters outside the White House on Monday evening to clear the area for his ludicrous photo-op holding a Bible in front of St. Johnâ€™s Episcopal Church in Lafayette Square, a stunt that outraged the bishop who oversees that church.",Biased
"Trump has made ""law and order""â€”replete with thinly-veiled racist appeals to white votersâ€”a pillar of his re-election bid. ",Biased
Trump has made the deliberate choice to be the â€œdivider-in-chiefâ€ and created a mindset of â€œus vs. themâ€ that is tearing our nation apart.,Biased
"Trump has pledged to take a hard line on anyone destroying or vandalizing historical U.S. monuments and has threatened to use force on some protesters, as activism against racial injustice sweeps the country.",Non-biased
Trump has presided over a solid economy since taking office in 2017 but mischaracterized the state of the economy under President Obama and overstated his accomplishments.,Non-biased
